Date,Close,Open,High,Low,Volume,ChangePercent,Ticker,Return,Average,Volatility,LogReturn,Z_Score
2025-08-21,145800.0,143700.0,146000.0,140100.0,2760000,1.39,VJC,0.013908205841446364,143050.0,5900.0,0.0145080264895796,3.2198420441458477
2025-08-22,140000.0,140500.0,145000.0,138000.0,2400000,-3.98,VJC,-0.03978052126200271,141500.0,7000.0,-0.0035650661644961,2.770776492089041
2025-08-25,142500.0,140500.0,144500.0,140000.0,2430000,1.79,VJC,0.017857142857142794,142250.0,4500.0,0.0141345109349053,2.9643392300445615
2025-08-26,144000.0,143000.0,144500.0,141200.0,2020000,1.05,VJC,0.010526315789473717,142850.0,3300.0,0.0069686693160946,3.0804768728178735
2025-08-27,144100.0,144500.0,145100.0,141800.0,2020000,0.07,VJC,0.000694444444444553,143450.0,3300.0,-0.00277200454701,3.088219382336094
2025-08-28,145000.0,144500.0,148200.0,144000.0,1970000,0.62,VJC,0.006245662734212454,146100.0,4200.0,0.0034542348680872,3.1579019680000813
2025-08-29,144500.0,145600.0,146200.0,142900.0,2060000,-0.34,VJC,-0.0034482758620689724,144550.0,3300.0,-0.0075836282100993,3.1191894204089774
2025-09-03,142000.0,144000.0,144000.0,140000.0,2130000,-1.73,VJC,-0.01730103806228378,142000.0,4000.0,-0.0139862419747398,2.925626682453457
2025-09-04,140000.0,142200.0,142200.0,139500.0,2009999,-1.41,VJC,-0.014084507042253502,140850.0,2700.0,-0.0155920947598371,2.770776492089041
2025-09-05,142000.0,140100.0,145000.0,140000.0,2080000,1.43,VJC,0.014285714285714235,142500.0,5000.0,0.0134706042583001,2.925626682453457
2025-09-08,141900.0,141000.0,142600.0,139200.0,2160000,-0.07,VJC,-0.0007042253521126751,140900.0,3400.0,0.0063626937878282,2.9178841729352363
2025-09-09,145000.0,142000.0,146600.0,141900.0,2380000,2.18,VJC,0.021846370683580085,144250.0,4700.0,0.0209066848193124,3.1579019680000813
2025-09-10,144900.0,145500.0,145600.0,141800.0,1970000,-0.07,VJC,-0.0006896551724138167,143700.0,3800.0,-0.0041322372849119,3.1501594584818604
2025-09-11,145400.0,145000.0,146000.0,140500.0,2170000,0.35,VJC,0.003450655624568588,143250.0,5500.0,0.0027548226788454,3.1888720060729647
2025-09-12,146000.0,145600.0,148500.0,144500.0,2320000,0.41,VJC,0.004126547455295837,146500.0,4000.0,0.00274348594575,3.2353270631822895
2025-09-15,145600.0,146500.0,146500.0,143500.0,2240000,-0.27,VJC,-0.002739726027397249,145000.0,3000.0,-0.006162292694535,3.204357025109406
2025-09-16,142000.0,145700.0,147100.0,142000.0,2240000,-2.47,VJC,-0.02472527472527475,144550.0,5100.0,-0.0257226555998979,2.925626682453457
2025-09-17,142000.0,142000.0,142500.0,140400.0,2020000,0.0,VJC,0.0,141450.0,2100.0,0.0,2.925626682453457
2025-09-18,139800.0,142100.0,142100.0,139200.0,2100000,-1.55,VJC,-0.015492957746478853,140650.0,2900.0,-0.0163182053033441,2.7552914730525995
2025-09-19,137200.0,139800.0,139800.0,135000.0,2080000,-1.86,VJC,-0.01859799713876964,137400.0,4800.0,-0.0187731145079261,2.553986225578859
2025-09-22,135500.0,136500.0,136700.0,131000.0,2350000,-1.24,VJC,-0.012390670553935834,133850.0,5700.0,-0.0073529743052596,2.422363563769105
2025-09-23,133000.0,135600.0,136000.0,132700.0,1760000,-1.85,VJC,-0.01845018450184499,134350.0,3300.0,-0.0193602472845419,2.228800825813585
2025-09-24,133700.0,133000.0,134000.0,130400.0,1530000,0.53,VJC,0.0052631578947368585,132200.0,3600.0,0.0052493558861446,2.282998392441131
2025-09-25,135900.0,134000.0,137300.0,133900.0,1690000,1.65,VJC,0.01645474943904257,135600.0,3400.0,0.0140795212061863,2.4533336018419885
2025-09-26,132500.0,136100.0,136100.0,132500.0,1760000,-2.5,VJC,-0.025018395879323085,134300.0,3600.0,-0.0268072642311434,2.190088278222481
2024-04-01,27100.0,25000.0,27300.0,25000.0,209930,7.97,VTR,0.07968127490039834,26150.0,2300.0,0.080657903017455,2.0676403010540017
2024-04-02,27500.0,27800.0,27900.0,27000.0,112230,1.48,VTR,0.014760147601476037,27450.0,900.0,-0.0108500160240652,2.2077485688212692
2024-04-03,27200.0,28000.0,28000.0,26300.0,71820,-1.09,VTR,-0.010909090909090868,27150.0,1700.0,-0.0289875368732523,2.1026673679958185
2024-04-04,27100.0,27300.0,27300.0,26800.0,69100,-0.37,VTR,-0.003676470588235281,27050.0,500.0,-0.0073529743052578,2.0676403010540017
2024-04-05,27600.0,27000.0,27700.0,26600.0,119530,1.85,VTR,0.01845018450184499,27150.0,1100.0,0.0219789067187754,2.242775635763086
2024-04-08,27500.0,25400.0,28000.0,25400.0,54170,-0.36,VTR,-0.0036231884057971175,26700.0,2600.0,0.079436830648035,2.2077485688212692
2024-04-09,27000.0,27200.0,27200.0,26100.0,125960,-1.82,VTR,-0.018181818181818188,26650.0,1100.0,-0.0073801072976227,2.0326132341121848
2024-04-11,27100.0,26200.0,27300.0,26000.0,71360,1.5,VTR,0.014981273408239737,26650.0,1300.0,0.0337743171186044,2.0676403010540017
2024-04-12,28000.0,27000.0,28500.0,27000.0,141380,3.32,VTR,0.03321033210332103,27750.0,1500.0,0.0363676441708751,2.3828839035303537
2024-04-15,27500.0,27700.0,28800.0,27200.0,155990,-1.79,VTR,-0.017857142857142905,28000.0,1600.0,-0.0072464085207659,2.2077485688212692
2024-04-16,27200.0,27900.0,27900.0,26500.0,87960,-1.09,VTR,-0.010909090909090868,27200.0,1400.0,-0.0254097155253685,2.1026673679958185
2024-04-17,27200.0,27200.0,27800.0,26500.0,40070,0.0,VTR,0.0,27150.0,1300.0,0.0,2.1026673679958185
2024-05-07,27400.0,27500.0,27500.0,26900.0,89570,1.86,VTR,0.018587360594795488,27200.0,600.0,-0.003642991278502,2.1727215018794523
